"MSSubClass","MSZoning","LotArea","LotShape","LandContour","Neighborhood","Condition1","Condition2","BldgType","HouseStyle","OverallQual","OverallCond","YearBuilt","YearRemodAdd","RoofStyle","RoofMatl","Exterior1st","Exterior2nd","MasVnrType","ExterQual","ExterCond","Foundation","BsmtQual","BsmtCond","BsmtFinType1","BsmtFinType2","BsmtUnfSF","TotalBsmtSF","Heating","HeatingQC","CentralAir","Electrical","X1stFlrSF","X2ndFlrSF","LowQualFinSF","GrLivArea","BsmtFullBath","BsmtHalfBath","FullBath","HalfBath","BedroomAbvGr","KitchenAbvGr","KitchenQual","TotRmsAbvGrd","Functional","Fireplaces","GarageType","GarageCars","GarageArea","GarageQual","PavedDrive","MoSold","YrSold","SalePrice"
20,"RL",21750,"Reg","HLS","Mitchel","Artery","Norm","1Fam","1Story",5,5,1954,1954,"Hip","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","Unf","Unf",988,988,"GasA","Ex","Y","FuseA",988,0,0,988,0,0,1,0,2,1,4,4,"Typ",0,"Attchd",2,520,"TA","N",2,2008,113000
60,"RL",9200,"Reg","Lvl","NoRidge","Norm","Norm","1Fam","2Story",8,5,1998,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",484,1470,"GasA","Gd","Y","SBrkr",1470,1160,0,2630,1,0,2,1,4,1,3,8,"Typ",1,"Attchd",3,696,"TA","Y",6,2008,315000
20,"RL",9000,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",4,"TA","CBlock",3,"TA","LwQ","Unf",580,1196,"GasA","Gd","Y","FuseA",1196,0,0,1196,1,0,1,0,2,1,4,6,"Typ",1,"Attchd",1,297,"TA","Y",5,2008,139000
60,"RM",3378,"Reg","HLS","OldTown","Norm","Norm","1Fam","2Story",7,8,1946,1992,"Gable","CompShg","HdBoard","HdBoard","None",4,"Gd","CBlock",4,"TA","Unf","Unf",651,651,"GasA","Gd","Y","SBrkr",707,682,0,1389,0,0,1,1,3,1,4,6,"Typ",2,"Detchd",1,240,"TA","P",9,2009,135000
80,"RL",12800,"Reg","Low","SawyerW","Norm","Norm","1Fam","SLvl",7,5,1989,1989,"Gable","CompShg","Wd Sdng","Wd Sdng","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",0,1518,"GasA","Gd","Y","SBrkr",1644,0,0,1644,1,1,2,0,2,1,3,5,"Typ",1,"Attchd",2,569,"TA","Y",8,2009,275000
20,"RL",8593,"IR1","Lvl","NAmes","Norm","Norm","1Fam","1Story",4,6,1957,1957,"Hip","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","Unf",619,907,"GasA","Ex","Y","SBrkr",907,0,0,907,0,0,1,0,3,1,4,5,"Typ",0,"Detchd",1,352,"TA","Y",7,2008,109008
20,"RL",6762,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",7,5,2007,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",544,1208,"GasA","Ex","Y","SBrkr",1208,0,0,1208,1,0,2,0,2,1,3,6,"Typ",0,"Attchd",2,628,"TA","Y",9,2007,195400
20,"RL",11457,"IR1","Lvl","Timber","Norm","Norm","1Fam","1Story",6,5,1988,1988,"Gable","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",3,"TA","GLQ","Unf",387,1392,"GasA","TA","Y","SBrkr",1412,0,0,1412,1,0,2,0,3,1,3,6,"Typ",1,"Attchd",2,576,"TA","Y",3,2009,175000
160,"RM",1680,"Reg","Lvl","BrDale","Norm","Norm","Twnhs","2Story",6,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",96,483,"GasA","TA","Y","SBrkr",483,504,0,987,0,0,1,1,2,1,4,4,"Typ",0,"Detchd",1,264,"TA","Y",7,2008,85400
50,"RM",5586,"IR1","Bnk","OldTown","Feedr","Norm","1Fam","1.5Fin",6,7,1920,1998,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","BrkTil",4,"TA","Unf","Unf",901,901,"GasA","Gd","Y","SBrkr",1088,110,0,1198,0,0,1,0,4,1,4,7,"Typ",0,NA,0,0,NA,"N",9,2008,79900
160,"RM",1920,"Reg","Lvl","BrDale","Norm","Norm","TwnhsE","2Story",5,5,1971,1971,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",294,765,"GasA","Ex","Y","SBrkr",765,600,0,1365,1,0,1,1,2,1,4,6,"Min1",0,"Detchd",2,440,"TA","Y",8,2007,122500
60,"RL",10839,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","None",4,"TA","PConc",3,"TA","Unf","Unf",926,926,"GasA","Ex","Y","SBrkr",926,678,0,1604,0,0,2,1,3,1,4,7,"Typ",1,"Attchd",2,470,"TA","Y",7,2008,181000
180,"RM",1890,"Reg","Lvl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,7,1972,1972,"Gable","CompShg","CemntBd","CmentBd","None",4,"Gd","CBlock",3,"TA","ALQ","Unf",135,630,"GasA","Gd","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,4,3,"Typ",0,NA,0,0,NA,"Y",6,2008,81000
60,"RL",10667,"IR2","Lvl","CollgCr","PosN","Norm","1Fam","2Story",7,6,1996,1996,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","GLQ","ALQ",70,799,"GasA","Ex","Y","SBrkr",827,834,0,1661,1,0,2,1,3,1,3,6,"Typ",1,"Attchd",2,550,"TA","Y",4,2009,212000
50,"RM",4400,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1.5Fin",6,8,1920,1950,"Gable","CompShg","Stucco","Stucco","None",4,"TA","BrkTil",2,"TA","Unf","Unf",648,648,"GasA","TA","Y","FuseA",734,384,0,1118,0,0,1,0,2,1,4,6,"Typ",0,"Detchd",2,440,"TA","Y",10,2006,116000
45,"RM",6000,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Unf",6,7,1926,2004,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"TA","PConc",4,"TA","Unf","Unf",884,884,"GasA","Gd","Y","SBrkr",904,0,0,904,0,0,1,0,2,1,4,4,"Typ",0,"Detchd",1,180,"TA","Y",1,2009,119000
30,"RL",4280,"Reg","Lvl","Crawfor","Norm","Norm","1Fam","1Story",5,6,1913,2002,"Gable","CompShg","WdShing","Stucco","None",4,"TA","PConc",4,"TA","LwQ","Unf",75,440,"GasA","TA","N","SBrkr",694,0,0,694,0,0,1,0,2,1,3,4,"Typ",1,"Detchd",1,352,"Gd","P",3,2007,90350
50,"RL",12354,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1.5Fin",6,8,1920,2000,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"Fa","Unf","Unf",684,684,"GasA","Gd","Y","SBrkr",684,512,0,1196,0,0,1,0,3,1,3,7,"Typ",0,"Detchd",2,528,"TA","Y",8,2009,110000
20,"RL",15431,"Reg","Lvl","NridgHt","Norm","Norm","1Fam","1Story",10,5,2008,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",1,"TA","PConc",1,"TA","GLQ","ALQ",788,3094,"GasA","Ex","Y","SBrkr",2402,0,0,2402,1,0,2,0,2,1,1,10,"Typ",2,"Attchd",3,672,"TA","Y",4,2009,555000
90,"RL",12108,"Reg","Lvl","Edwards","Norm","Norm","Duplex","1Story",4,4,1955,1955,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",1307,1440,"GasA","TA","N","FuseF",1440,0,0,1440,0,0,2,0,4,2,2,8,"Typ",0,NA,0,0,NA,"Y",9,2008,118000
50,"RM",6240,"Reg","Lvl","BrkSide","Norm","Norm","1Fam","1.5Fin",5,7,1930,1992,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","PConc",4,"TA","Unf","Unf",1078,1078,"GasA","TA","Y","SBrkr",1128,445,0,1573,0,0,2,0,3,1,4,8,"Typ",1,"Detchd",2,360,"TA","P",6,2008,162900
120,"RL",3922,"Reg","Lvl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2006,2007,"Gable","CompShg","WdShing","Wd Shng","BrkFace",3,"TA","PConc",1,"TA","Unf","Unf",1258,1258,"GasA","Ex","Y","SBrkr",1258,0,0,1258,0,0,2,0,2,1,3,6,"Typ",1,"Attchd",3,648,"TA","Y",6,2007,172500
60,"RL",8750,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","2Story",7,5,1994,1995,"Gable","CompShg","VinylSd","VinylSd","None",3,"Gd","PConc",3,"TA","GLQ","Unf",273,915,"GasA","Ex","Y","SBrkr",933,975,0,1908,1,0,2,1,4,1,3,8,"Typ",1,"Attchd",2,493,"TA","Y",7,2008,210000
20,"RL",9855,"Reg","Lvl","Edwards","Norm","Norm","1Fam","1Story",6,5,1956,1956,"Hip","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","Unf","Unf",1436,1436,"GasA","Fa","Y","SBrkr",1689,0,0,1689,0,0,1,0,3,1,4,7,"Typ",1,"Attchd",2,480,"TA","Y",11,2009,127500
20,"RL",16492,"IR1","Lvl","NAmes","PosA","Norm","1Fam","1Story",6,6,1966,2002,"Gable","CompShg","BrkFace","Plywood","None",3,"TA","CBlock",4,"TA","ALQ","Rec",557,1517,"GasA","Ex","Y","SBrkr",1888,0,0,1888,0,0,2,1,2,1,3,6,"Mod",1,"Attchd",2,578,"TA","Y",6,2010,190000
60,"RL",11214,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",7,5,1998,1999,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",930,930,"GasA","Gd","Y","SBrkr",956,930,0,1886,0,0,2,1,4,1,3,10,"Typ",1,"Attchd",2,431,"TA","Y",7,2006,199900
50,"RM",8600,"Reg","Bnk","IDOTRR","Norm","Norm","1Fam","1.5Fin",6,6,1937,1950,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","BrkTil",4,"TA","Unf","Unf",780,780,"GasA","TA","Y","SBrkr",780,596,0,1376,0,0,2,0,3,1,4,7,"Typ",1,"Detchd",1,198,"TA","N",6,2006,119500
50,"RM",6000,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1.5Fin",3,7,1948,2002,"Gable","CompShg","MetalSd","MetalSd","None",4,"Gd","CBlock",4,"TA","ALQ","Unf",318,649,"GasA","Ex","Y","SBrkr",679,504,0,1183,0,0,1,1,2,1,4,6,"Typ",0,"Detchd",1,308,"TA","Y",6,2007,120000
30,"RM",5684,"Reg","Lvl","OldTown","Norm","Norm","1Fam","1Story",6,8,1930,2005,"Hip","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","BrkTil",4,"TA","Unf","Unf",813,813,"GasA","Ex","Y","FuseA",813,0,0,813,0,0,1,0,2,1,3,5,"Typ",0,"Detchd",1,270,"Fa","N",6,2006,110000
20,"RL",70761,"IR1","Low","ClearCr","Norm","Norm","1Fam","1Story",7,5,1975,1975,"Gable","WdShngl","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","ALQ","Unf",878,1533,"GasA","TA","Y","SBrkr",1533,0,0,1533,1,0,2,0,2,1,3,5,"Typ",2,"Attchd",2,576,"TA","Y",12,2006,280000
60,"RL",9303,"IR1","Lvl","Timber","Norm","Norm","1Fam","2Story",6,5,1996,1997,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",1,"TA","ALQ","Unf",130,872,"GasA","Ex","Y","SBrkr",888,868,0,1756,1,0,2,1,3,1,4,7,"Typ",0,"Attchd",2,422,"TA","Y",7,2007,204000
60,"FV",9000,"Reg","Lvl","Somerst","Norm","Norm","1Fam","2Story",8,5,2008,2008,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",768,768,"GasA","Ex","Y","SBrkr",786,804,0,1590,0,0,2,1,3,1,3,6,"Typ",0,"Attchd",2,676,"TA","Y",6,2009,210000
90,"RL",9297,"Reg","Lvl","Mitchel","Norm","Norm","Duplex","1Story",5,5,1976,1976,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",4,"TA","ALQ","Unf",122,1728,"GasA","TA","Y","SBrkr",1728,0,0,1728,2,0,2,0,4,2,4,8,"Typ",0,"Detchd",2,560,"TA","Y",7,2006,188000
20,"RL",9600,"Reg","Lvl","NWAmes","Norm","Norm","1Fam","1Story",7,6,1973,1973,"Hip","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",326,1242,"GasA","Fa","Y","SBrkr",1242,0,0,1242,0,0,1,1,3,1,4,6,"Typ",1,"Attchd",2,528,"TA","Y",9,2007,175500
70,"RM",4571,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",5,5,1916,1950,"Gable","CompShg","AsbShng","AsbShng","None",4,"TA","BrkTil",4,"TA","Unf","Unf",624,624,"GasA","Fa","N","SBrkr",624,720,0,1344,0,0,1,0,4,1,4,7,"Typ",0,"Detchd",3,513,"Fa","Y",5,2008,98000
20,"RL",53227,"IR1","Low","ClearCr","Norm","Norm","1Fam","1Story",4,6,1954,1994,"Flat","Tar&Grv","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","BLQ","Unf",248,1364,"GasA","Ex","Y","SBrkr",1663,0,0,1663,1,0,1,0,2,1,3,6,"Min1",2,"Attchd",2,529,"TA","Y",3,2008,256000
70,"RM",5100,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",8,7,1925,1996,"Hip","CompShg","Stucco","Wd Shng","None",4,"Gd","PConc",4,"TA","Unf","Unf",588,588,"GasA","Fa","Y","SBrkr",833,833,0,1666,0,0,1,0,3,1,3,7,"Typ",1,"Detchd",1,228,"TA","Y",6,2008,161000
50,"RL",7015,"IR1","Bnk","BrkSide","Norm","Norm","1Fam","1.5Fin",5,4,1950,1950,"Gable","CompShg","MetalSd","MetalSd","BrkCmn",4,"TA","CBlock",4,"TA","LwQ","Unf",524,709,"GasA","TA","Y","SBrkr",979,224,0,1203,1,0,1,0,3,1,3,5,"Typ",1,"Detchd",1,352,"TA","Y",7,2009,110000
60,"FV",8004,"IR1","Lvl","Somerst","RRAn","Norm","1Fam","2Story",8,5,2009,2009,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","GLQ","Unf",288,832,"GasA","Ex","Y","SBrkr",832,1103,0,1935,1,0,2,1,3,1,4,8,"Typ",0,"BuiltIn",2,552,"TA","Y",12,2009,263435
70,"RL",7200,"Reg","Lvl","SWISU","Feedr","Norm","1Fam","2Story",7,9,1936,2007,"Gable","CompShg","Wd Sdng","Wd Sdng","None",3,"Gd","PConc",3,"Gd","ALQ","BLQ",0,560,"GasA","Ex","Y","SBrkr",575,560,0,1135,1,0,1,0,3,1,3,6,"Typ",0,"Detchd",2,576,"TA","Y",4,2009,155000
20,"RL",8281,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,5,1965,1965,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","CBlock",4,"TA","Rec","BLQ",0,864,"GasA","Gd","Y","SBrkr",864,0,0,864,0,0,1,0,3,1,4,5,"Typ",1,"Detchd",1,360,"TA","Y",12,2009,62383
70,"RL",11988,"IR1","HLS","Crawfor","Norm","Norm","1Fam","2Story",6,7,1934,1995,"Hip","CompShg","Stucco","Stucco","None",4,"TA","CBlock",4,"TA","LwQ","Unf",389,715,"GasA","Fa","Y","FuseA",849,811,0,1660,0,0,1,1,3,1,4,6,"Typ",1,"Detchd",1,240,"TA","Y",8,2008,188700
20,"RL",8430,"Reg","HLS","CollgCr","Norm","Norm","1Fam","1Story",5,5,1978,1978,"Gable","CompShg","HdBoard","HdBoard","BrkFace",4,"TA","CBlock",3,"TA","Rec","Unf",424,1040,"GasA","TA","Y","SBrkr",1040,0,0,1040,0,0,2,0,3,1,4,5,"Typ",0,NA,0,0,NA,"Y",8,2009,124000
120,"RM",3072,"Reg","Lvl","Blmngtn","Norm","Norm","TwnhsE","1Story",7,5,2004,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",3,"TA","Unf","Unf",1375,1375,"GasA","Ex","Y","SBrkr",1414,0,0,1414,0,0,2,0,2,1,3,6,"Typ",1,"Attchd",2,398,"TA","Y",5,2006,178740
20,"RL",10628,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",7,5,1970,1970,"Flat","Tar&Grv","Plywood","Plywood","None",4,"Gd","CBlock",4,"Gd","GLQ","Unf",499,1277,"GasA","TA","Y","SBrkr",1277,0,0,1277,1,0,1,0,2,1,4,5,"Typ",1,"Attchd",2,526,"TA","Y",4,2007,167000
70,"RL",9480,"Reg","Lvl","NAmes","Artery","Norm","1Fam","2Story",5,7,1942,1995,"Gable","CompShg","MetalSd","MetalSd","Stone",4,"TA","CBlock",4,"TA","LwQ","Unf",342,728,"GasA","Ex","Y","SBrkr",888,756,0,1644,0,0,1,1,3,1,3,7,"Typ",2,"Attchd",1,312,"TA","Y",6,2007,146500
20,"RL",11428,"IR1","Lvl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",3,"TA","Unf","Unf",1626,1626,"GasA","Ex","Y","SBrkr",1634,0,0,1634,0,0,2,0,3,1,3,7,"Typ",1,"Attchd",3,866,"TA","Y",5,2007,250000
60,"RL",9291,"IR1","Lvl","SawyerW","RRNe","Norm","1Fam","2Story",6,5,1993,1993,"Gable","CompShg","HdBoard","HdBoard","BrkFace",3,"TA","PConc",3,"TA","GLQ","Unf",406,832,"GasA","Ex","Y","SBrkr",832,878,0,1710,0,0,2,1,3,1,3,7,"Typ",0,"Attchd",2,506,"TA","Y",6,2008,187000
120,"RL",6820,"IR1","Lvl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,1985,1985,"Gable","CompShg","HdBoard","HdBoard","None",3,"TA","PConc",3,"TA","GLQ","BLQ",0,1488,"GasA","TA","Y","SBrkr",1502,0,0,1502,1,0,1,1,1,1,3,4,"Typ",0,"Attchd",2,528,"TA","Y",6,2010,212000
60,"RL",11952,"Reg","Lvl","NWAmes","PosA","Norm","1Fam","2Story",7,6,1977,1977,"Mansard","WdShake","WdShing","Plywood","None",4,"TA","CBlock",3,"TA","Unf","Unf",808,808,"GasA","TA","Y","SBrkr",1161,808,0,1969,0,0,2,1,3,1,4,8,"Typ",1,"Attchd",2,534,"TA","Y",11,2007,190000
180,"RM",3675,"Reg","Lvl","Edwards","Norm","Norm","TwnhsE","SLvl",6,5,2005,2005,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",3,"TA","GLQ","Unf",88,547,"GasA","Ex","Y","SBrkr",1072,0,0,1072,1,0,1,0,2,1,4,5,"Typ",0,"Basment",2,525,"TA","Y",6,2008,148000
20,"RL",14977,"IR1","Lvl","NridgHt","Norm","Norm","1Fam","1Story",8,5,2006,2007,"Gable","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",1,"TA","GLQ","Unf",626,1976,"GasA","Ex","Y","SBrkr",1976,0,0,1976,1,0,2,0,2,1,3,7,"Typ",1,"Attchd",3,908,"TA","Y",7,2007,440000
120,"RL",5330,"Reg","Lvl","StoneBr","Norm","Norm","TwnhsE","1Story",8,5,2000,2000,"Gable","CompShg","CemntBd","CmentBd","None",3,"TA","PConc",3,"TA","GLQ","Unf",298,1494,"GasA","Ex","Y","SBrkr",1652,0,0,1652,1,0,2,0,2,1,1,6,"Typ",0,"Attchd",2,499,"TA","Y",8,2007,251000
20,"RL",8480,"Reg","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,6,1963,1963,"Hip","CompShg","HdBoard","HdBoard","None",4,"TA","CBlock",4,"TA","GLQ","Unf",340,970,"GasA","TA","Y","SBrkr",970,0,0,970,1,0,1,0,2,1,4,5,"Typ",0,"Detchd",2,624,"TA","Y",7,2007,132500
20,"RL",13125,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",6,5,1997,1998,"Gable","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",3,"TA","GLQ","Unf",484,1478,"GasA","Ex","Y","SBrkr",1493,0,0,1493,1,0,2,0,3,1,3,7,"Typ",1,"Attchd",2,508,"TA","Y",4,2008,208900
60,"RL",13693,"Reg","Lvl","NridgHt","Norm","Norm","1Fam","2Story",9,5,2006,2006,"Hip","CompShg","VinylSd","VinylSd","BrkFace",1,"TA","PConc",3,"TA","Unf","Unf",2153,2153,"GasA","Ex","Y","SBrkr",2069,574,0,2643,0,0,2,1,3,1,1,9,"Typ",1,"BuiltIn",3,694,"TA","Y",3,2007,380000
20,"RL",10637,"Reg","Lvl","CollgCr","Norm","Norm","1Fam","1Story",8,5,2007,2008,"Hip","CompShg","VinylSd","VinylSd","Stone",3,"TA","PConc",1,"TA","GLQ","Unf",417,1705,"GasA","Ex","Y","SBrkr",1718,0,0,1718,1,0,2,0,3,1,3,7,"Typ",1,"Attchd",3,826,"TA","Y",9,2009,297000
30,"RM",5925,"Reg","Bnk","OldTown","Norm","Norm","1Fam","1Story",4,7,1937,2000,"Hip","CompShg","Stucco","Stucco","BrkCmn",4,"TA","BrkTil",2,"TA","Rec","Unf",739,907,"GasA","TA","Y","SBrkr",1131,0,0,1131,0,0,1,0,2,1,4,7,"Typ",0,"Detchd",2,672,"TA","Y",3,2007,89471
20,"RL",16033,"IR1","Lvl","NridgHt","Norm","Norm","1Fam","1Story",9,5,2004,2005,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",1,"TA","GLQ","Unf",572,1833,"GasA","Ex","Y","SBrkr",1850,0,0,1850,1,0,2,0,3,1,3,8,"Typ",1,"Attchd",3,772,"TA","Y",3,2006,326000
20,"RL",11846,"IR1","HLS","NridgHt","Norm","Norm","1Fam","1Story",9,5,2003,2004,"Hip","CompShg","VinylSd","VinylSd","BrkFace",3,"TA","PConc",1,"TA","GLQ","Unf",225,1792,"GasA","Ex","Y","SBrkr",1792,0,0,1792,1,0,2,0,2,1,1,6,"Typ",1,"Attchd",3,874,"TA","Y",8,2006,374000
70,"RM",2500,"Reg","Lvl","OldTown","Norm","Norm","1Fam","2Story",7,8,1915,2005,"Gable","CompShg","Stucco","Stucco","None",3,"TA","PConc",4,"TA","ALQ","Unf",611,910,"GasA","Ex","Y","SBrkr",916,910,0,1826,1,0,1,1,4,1,1,7,"Min2",1,"Attchd",1,164,"Fa","Y",6,2009,155000
120,"RM",4500,"Reg","Lvl","Mitchel","Norm","Norm","Twnhs","1Story",6,5,1998,1998,"Hip","CompShg","VinylSd","VinylSd","BrkFace",4,"TA","PConc",1,"TA","GLQ","Unf",319,1216,"GasA","Ex","Y","SBrkr",1216,0,0,1216,1,0,2,0,2,1,4,5,"Typ",0,"Attchd",2,402,"TA","Y",5,2006,164000
20,"RL",7758,"IR1","Lvl","Sawyer","Norm","Norm","1Fam","1Story",5,7,1962,2001,"Gable","CompShg","HdBoard","Plywood","None",4,"Gd","CBlock",4,"TA","ALQ","Unf",411,999,"GasA","Gd","Y","SBrkr",999,0,0,999,1,0,1,0,3,1,3,6,"Typ",0,"Detchd",1,264,"TA","Y",3,2007,132500
20,"RL",9600,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1950,2007,"Gable","CompShg","MetalSd","MetalSd","None",3,"TA","CBlock",4,"TA","ALQ","Unf",506,1113,"GasA","Gd","Y","SBrkr",1113,0,0,1113,0,0,1,0,3,1,3,5,"Typ",1,"Attchd",1,264,"TA","Y",7,2009,147000
20,"RL",10289,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,7,1965,1965,"Hip","CompShg","MetalSd","MetalSd","BrkFace",4,"TA","CBlock",4,"TA","ALQ","Unf",237,1073,"GasA","TA","Y","SBrkr",1073,0,0,1073,1,0,1,1,3,1,4,6,"Typ",0,"Attchd",2,515,"TA","Y",6,2007,156000
20,"RL",12243,"IR1","Lvl","NWAmes","Norm","Norm","1Fam","1Story",5,6,1971,1971,"Gable","CompShg","Plywood","Plywood","None",4,"TA","CBlock",3,"TA","ALQ","Unf",486,1484,"GasA","Gd","Y","SBrkr",1484,0,0,1484,0,0,2,0,3,1,4,7,"Typ",1,"Attchd",2,487,"TA","Y",2,2007,175000
190,"RL",10800,"Reg","Lvl","OldTown","Norm","Norm","2fmCon","1.5Fin",5,4,1900,1970,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"Fa","CBlock",4,"Fa","BLQ","Unf",290,954,"GasA","TA","N","FuseA",1766,648,0,2414,0,0,2,0,3,2,4,10,"Mod",1,"Attchd",2,520,"TA","N",5,2006,160000
180,"RM",1526,"Reg","Lvl","MeadowV","Norm","Norm","Twnhs","SFoyer",4,8,1970,2002,"Gable","CompShg","CemntBd","CmentBd","None",4,"Gd","CBlock",3,"TA","GLQ","Unf",115,630,"GasA","TA","Y","SBrkr",630,0,0,630,1,0,1,0,1,1,3,3,"Typ",0,"Attchd",1,286,"TA","Y",5,2009,86000
160,"RM",2665,"Reg","Lvl","MeadowV","Norm","Norm","TwnhsE","2Story",5,6,1976,1976,"Gable","CompShg","CemntBd","CmentBd","None",4,"TA","PConc",3,"TA","Unf","Unf",264,264,"GasA","TA","Y","SBrkr",616,688,0,1304,0,0,1,1,3,1,4,4,"Typ",1,"BuiltIn",1,336,"TA","Y",6,2008,115000
50,"RL",9490,"Reg","Lvl","NAmes","Artery","Norm","1Fam","1.5Fin",6,7,1941,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","BLQ","Rec",238,806,"GasA","TA","Y","FuseA",958,620,0,1578,1,0,1,0,3,1,2,5,"Typ",2,"Attchd",1,240,"TA","Y",8,2006,133000
60,"RL",15578,"IR1","Lvl","Gilbert","Norm","Norm","1Fam","2Story",6,5,2006,2006,"Gable","CompShg","VinylSd","VinylSd","None",3,"TA","PConc",3,"TA","Unf","Unf",728,728,"GasA","Gd","Y","SBrkr",728,728,0,1456,0,0,2,1,3,1,4,8,"Typ",0,"Attchd",2,429,"TA","Y",5,2006,172785
20,"RL",7931,"Reg","Lvl","NAmes","Norm","Norm","1Fam","1Story",5,6,1960,1960,"Gable","CompShg","BrkFace","Wd Sdng","None",4,"TA","CBlock",4,"TA","BLQ","LwQ",363,1269,"GasA","TA","Y","FuseA",1269,0,0,1269,0,0,1,1,3,1,4,6,"Typ",1,"Detchd",1,308,"TA","Y",6,2008,155000
30,"RM",5784,"Reg","Lvl","OldTown","Artery","Norm","1Fam","1Story",5,8,1938,1996,"Gable","CompShg","MetalSd","MetalSd","None",4,"TA","BrkTil",2,"TA","Unf","Unf",190,190,"GasA","Gd","Y","FuseA",886,0,0,886,0,0,1,0,2,1,4,4,"Typ",0,"Attchd",1,273,"TA","Y",12,2009,91300
30,"C (all)",7879,"Reg","Lvl","IDOTRR","Norm","Norm","1Fam","1Story",4,5,1920,1950,"Gable","CompShg","Wd Sdng","Wd Sdng","None",4,"TA","CBlock",4,"TA","Rec","Unf",225,720,"GasA","TA","N","FuseA",720,0,0,720,0,0,1,0,2,1,4,4,"Typ",0,NA,0,0,NA,"N",11,2009,34900
